Time,Time Step,gain,Reading,adc Milli Volts,Input mv,I,Irms,
4.216,2.585,16,-52,0.0,0.0,0.0,0,
6.417,2.4099999999999997,16,-53,-0.125,-0.012,-0.001,0,
8.89,2.117,16,-52,0.0,0.0,0.0,0,
10.826,2.191,16,-51,0.125,0.012,0.001,0,
12.757000000000001,2.2880000000000003,16,-51,0.125,0.012,0.001,0,
15.112000000000002,1.966,16,-51,0.125,0.012,0.001,0,
17.677000000000003,1.91,16,-53,-0.125,-0.012,-0.001,0,
19.753000000000004,2.2239999999999998,16,-51,0.125,0.012,0.001,0.028,
21.681000000000004,2.497,16,-51,0.125,0.012,0.001,0.028,
23.620000000000005,2.263,16,-51,0.125,0.012,0.001,0.028,
25.570000000000004,1.96,16,-50,0.25,0.024,0.001,0.028,
27.465000000000003,1.971,16,-50,0.25,0.024,0.001,0.028,
29.441000000000003,1.9009999999999998,16,-51,0.125,0.012,0.001,0.028,
31.92,1.885,16,-51,0.125,0.012,0.001,0.028,
34.281,1.9729999999999999,16,-54,-0.25,-0.024,-0.001,0.028,
36.403999999999996,2.4659999999999997,16,-49,0.375,0.035,0.002,0.02,
38.449,2.386,16,-50,0.25,0.024,0.001,0.02,
40.757,2.12,16,-52,0.0,0.0,0.0,0.02,
42.736999999999995,2.049,16,-49,0.375,0.035,0.002,0.02,
44.63799999999999,2.3800000000000003,16,-52,0.0,0.0,0.0,0.02,
46.74699999999999,1.981,16,-51,0.125,0.012,0.001,0.02,
49.21099999999999,1.931,16,-51,0.125,0.012,0.001,0.02,
51.43599999999999,2.041,16,-51,0.125,0.012,0.001,0.02,
53.382999999999996,2.4589999999999996,16,-51,0.125,0.012,0.001,0.02,
55.294999999999995,2.522,16,-54,-0.25,-0.024,-0.001,0.02,
57.395999999999994,2.078,16,-52,0.0,0.0,0.0,0.02,
59.30599999999999,1.915,16,-53,-0.125,-0.012,-0.001,0.02,
61.20899999999999,1.935,16,-51,0.125,0.012,0.001,0.016,
61.30899999999999,1.8920000000000001,16,-51,0.125,0.012,0.001,0.016,
61.40899999999999,1.898,16,-50,0.25,0.024,0.001,0.016,
61.50899999999999,1.9629999999999999,16,-50,0.25,0.024,0.001,0.016,
61.608999999999995,2.331,16,-52,0.0,0.0,0.0,0.016,
61.708999999999996,2.4459999999999997,16,-53,-0.125,-0.012,-0.001,0.016,
61.809,2.106,16,-51,0.125,0.012,0.001,0.014,
61.909,2.381,16,-52,0.0,0.0,0.0,0.014,
62.009,2.341,16,-52,0.0,0.0,0.0,0.014,
62.109,1.9120000000000001,16,-49,0.375,0.035,0.002,0.014,
62.209,1.89,16,-52,0.0,0.0,0.0,0.014,
62.309000000000005,2.242,16,-54,-0.25,-0.024,-0.001,0.014,
62.409000000000006,2.67,16,-51,0.125,0.012,0.001,0.013,
62.50900000000001,2.332,16,-51,0.125,0.012,0.001,0.013,
62.60900000000001,1.9469999999999998,16,-51,0.125,0.012,0.001,0.013,
62.70900000000001,1.907,16,-54,-0.25,-0.024,-0.001,0.013,
62.80900000000001,1.9120000000000001,16,-52,0.0,0.0,0.0,0.013,
62.90900000000001,1.897,16,-53,-0.125,-0.012,-0.001,0.013,
63.009000000000015,1.89,16,-52,0.0,0.0,0.0,0.013,
63.109000000000016,2.008,16,-51,0.125,0.012,0.001,0.013,
63.20900000000002,2.0869999999999997,16,-55,-0.375,-0.035,-0.002,0.013,
63.30900000000002,2.163,16,-51,0.125,0.012,0.001,0.012,
63.40900000000002,2.1020000000000003,16,-51,0.125,0.012,0.001,0.012,
63.50900000000002,2.3249999999999997,16,-50,0.25,0.024,0.001,0.012,
63.60900000000002,1.9819999999999998,16,-52,0.0,0.0,0.0,0.012,
63.709000000000024,1.9449999999999998,16,-54,-0.25,-0.024,-0.001,0.012,
63.809000000000026,1.921,16,-53,-0.125,-0.012,-0.001,0.012,
63.90900000000003,1.9449999999999998,16,-51,0.125,0.012,0.001,0.011,
64.00900000000003,1.9300000000000002,16,-52,0.0,0.0,0.0,0.011,
64.10900000000002,1.935,16,-52,0.0,0.0,0.0,0.011,
64.20900000000002,1.911,16,-52,0.0,0.0,0.0,0.011,
64.30900000000001,1.9269999999999998,16,-52,0.0,0.0,0.0,0.011,
64.409,1.899,16,-51,0.125,0.012,0.001,0.011,
64.509,1.888,16,-52,0.0,0.0,0.0,0.011,
64.609,1.882,16,-50,0.25,0.024,0.001,0.011,
64.70899999999999,1.8860000000000001,16,-52,0.0,0.0,0.0,0.011,
64.80899999999998,2.0149999999999997,16,-55,-0.375,-0.035,-0.002,0.011,
64.90899999999998,2.089,16,-53,-0.125,-0.012,-0.001,0.011,
65.00899999999997,2.093,16,-51,0.125,0.012,0.001,0.01,
65.10899999999997,2.155,16,-51,0.125,0.012,0.001,0.01,
65.20899999999996,2.157,16,-52,0.0,0.0,0.0,0.01,
65.30899999999995,1.991,16,-50,0.25,0.024,0.001,0.01,
65.40899999999995,1.923,16,-51,0.125,0.012,0.001,0.01,
65.50899999999994,1.917,16,-51,0.125,0.012,0.001,0.01,
65.60899999999994,1.96,16,-50,0.25,0.024,0.001,0.01,
65.70899999999993,1.913,16,-51,0.125,0.012,0.001,0.01,
65.80899999999993,1.9269999999999998,16,-53,-0.125,-0.012,-0.001,0.01,
65.90899999999992,1.932,16,-51,0.125,0.012,0.001,0.01,
66.00899999999992,1.906,16,-51,0.125,0.012,0.001,0.01,
66.10899999999991,1.878,16,-54,-0.25,-0.024,-0.001,0.01,
66.2089999999999,1.8760000000000001,16,-54,-0.25,-0.024,-0.001,0.01,
66.3089999999999,1.893,16,-51,0.125,0.012,0.001,0.01,
66.40899999999989,1.931,16,-53,-0.125,-0.012,-0.001,0.01,
66.50899999999989,2.079,16,-51,0.125,0.012,0.001,0.009,
66.60899999999988,2.145,16,-52,0.0,0.0,0.0,0.009,
66.70899999999988,2.096,16,-51,0.125,0.012,0.001,0.009,
66.80899999999987,2.184,16,-51,0.125,0.012,0.001,0.009,
66.90899999999986,2.153,16,-50,0.25,0.024,0.001,0.009,
67.00899999999986,1.898,16,-50,0.25,0.024,0.001,0.009,
67.10899999999985,1.889,16,-50,0.25,0.024,0.001,0.009,
67.20899999999985,1.9449999999999998,16,-49,0.375,0.035,0.002,0.009,
67.30899999999984,1.966,16,-51,0.125,0.012,0.001,0.009,
67.40899999999984,1.939,16,-51,0.125,0.012,0.001,0.009,
67.50899999999983,1.878,16,-52,0.0,0.0,0.0,0.009,
67.60899999999982,1.858,16,-51,0.125,0.012,0.001,0.009,
67.70899999999982,1.8760000000000001,16,-51,0.125,0.012,0.001,0.009,
67.80899999999981,1.925,16,-52,0.0,0.0,0.0,0.009,
67.9089999999998,1.883,16,-52,0.0,0.0,0.0,0.009,
68.0089999999998,1.853,16,-52,0.0,0.0,0.0,0.009,
68.1089999999998,2.053,16,-51,0.125,0.012,0.001,0.009,
68.20899999999979,2.072,16,-51,0.125,0.012,0.001,0.009,
68.30899999999978,2.061,16,-53,-0.125,-0.012,-0.001,0.009,
68.40899999999978,2.1,16,-51,0.125,0.012,0.001,0.009,
68.50899999999977,2.145,16,-51,0.125,0.012,0.001,0.009,
68.60899999999977,1.9400000000000002,16,-51,0.125,0.012,0.001,0.009,
68.70899999999976,1.867,16,-52,0.0,0.0,0.0,0.009,
68.80899999999976,1.888,16,-56,-0.5,-0.047,-0.002,0.009,
68.90899999999975,1.9120000000000001,16,-52,0.0,0.0,0.0,0.009,
69.00899999999974,1.874,16,-52,0.0,0.0,0.0,0.009,
69.10899999999974,1.883,16,-51,0.125,0.012,0.001,0.009,
69.20899999999973,1.8920000000000001,16,-52,0.0,0.0,0.0,0.009,
69.30899999999973,1.895,16,-50,0.25,0.024,0.001,0.009,
69.40899999999972,1.957,16,-50,0.25,0.024,0.001,0.009,
69.50899999999972,1.866,16,-51,0.125,0.012,0.001,0.009,
69.60899999999971,1.8539999999999999,16,-52,0.0,0.0,0.0,0.009,
69.7089999999997,1.849,16,-50,0.25,0.024,0.001,0.009,
69.8089999999997,1.965,16,-52,0.0,0.0,0.0,0.009,
69.9089999999997,2.0860000000000003,16,-52,0.0,0.0,0.0,0.009,
70.00899999999969,2.061,16,-50,0.25,0.024,0.001,0.009,
70.10899999999968,2.083,16,-51,0.125,0.012,0.001,0.009,
70.20899999999968,2.077,16,-49,0.375,0.035,0.002,0.009,
70.30899999999967,1.926,16,-51,0.125,0.012,0.001,0.009,
70.40899999999966,1.877,16,-51,0.125,0.012,0.001,0.009,
70.50899999999966,1.8860000000000001,16,-52,0.0,0.0,0.0,0.009,
70.60899999999965,1.909,16,-52,0.0,0.0,0.0,0.009,
70.70899999999965,1.8699999999999999,16,-51,0.125,0.012,0.001,0.009,
70.80899999999964,1.8699999999999999,16,-52,0.0,0.0,0.0,0.009,
70.90899999999964,1.89,16,-53,-0.125,-0.012,-0.001,0.009,
71.00899999999963,1.946,16,-52,0.0,0.0,0.0,0.009,
71.10899999999963,1.889,16,-52,0.0,0.0,0.0,0.009,
71.20899999999962,1.863,16,-53,-0.125,-0.012,-0.001,0.009,
71.30899999999961,1.8539999999999999,16,-51,0.125,0.012,0.001,0.008,
71.40899999999961,2.2009999999999996,16,-52,0.0,0.0,0.0,0.008,
71.5089999999996,1.9889999999999999,16,-51,0.125,0.012,0.001,0.008,
71.6089999999996,2.062,16,-52,0.0,0.0,0.0,0.008,
71.70899999999959,2.04,16,-51,0.125,0.012,0.001,0.008,
71.80899999999959,2.433,16,-51,0.125,0.012,0.001,0.008,
71.90899999999958,2.3040000000000003,16,-51,0.125,0.012,0.001,0.008,
72.00899999999957,1.896,16,-53,-0.125,-0.012,-0.001,0.008,
72.10899999999957,1.8619999999999999,16,-50,0.25,0.024,0.001,0.007,
72.20899999999956,1.88,16,-54,-0.25,-0.024,-0.001,0.007,
72.30899999999956,1.874,16,-53,-0.125,-0.012,-0.001,0.007,
72.40899999999955,1.9040000000000001,16,-51,0.125,0.012,0.001,0.007,
72.50899999999955,1.893,16,-50,0.25,0.024,0.001,0.007,
72.60899999999954,1.8639999999999999,16,-53,-0.125,-0.012,-0.001,0.007,
72.70899999999953,1.867,16,-50,0.25,0.024,0.001,0.007,
72.80899999999953,1.853,16,-52,0.0,0.0,0.0,0.007,
72.90899999999952,1.8519999999999999,16,-51,0.125,0.012,0.001,0.007,
73.00899999999952,1.868,16,-53,-0.125,-0.012,-0.001,0.007,
73.10899999999951,1.8840000000000001,16,-52,0.0,0.0,0.0,0.007,
73.2089999999995,2.054,16,-53,-0.125,-0.012,-0.001,0.007,
73.3089999999995,2.137,16,-53,-0.125,-0.012,-0.001,0.007,
73.4089999999995,2.114,16,-52,0.0,0.0,0.0,0.007,
73.50899999999949,2.535,16,-52,0.0,0.0,0.0,0.007,
73.60899999999948,2.659,16,-52,0.0,0.0,0.0,0.007,
73.70899999999948,2.422,16,-54,-0.25,-0.024,-0.001,0.007,
73.80899999999947,2.464,16,-54,-0.25,-0.024,-0.001,0.007,
73.90899999999947,2.512,16,-52,0.0,0.0,0.0,0.007,
74.00899999999946,2.453,16,-51,0.125,0.012,0.001,0.007,
74.10899999999945,2.5509999999999997,16,-52,0.0,0.0,0.0,0.007,
74.20899999999945,2.536,16,-53,-0.125,-0.012,-0.001,0.007,
74.30899999999944,2.494,16,-51,0.125,0.012,0.001,0.007,
74.40899999999944,2.4099999999999997,16,-51,0.125,0.012,0.001,0.007,
74.50899999999943,2.453,16,-51,0.125,0.012,0.001,0.007,
74.60899999999943,2.614,16,-52,0.0,0.0,0.0,0.007,
74.70899999999942,2.66,16,-52,0.0,0.0,0.0,0.007,
74.80899999999941,2.653,16,-52,0.0,0.0,0.0,0.007,
74.90899999999941,2.834,16,-51,0.125,0.012,0.001,0.007,
75.0089999999994,2.977,16,-52,0.0,0.0,0.0,0.007,
75.1089999999994,2.463,16,-51,0.125,0.012,0.001,0.007,
75.20899999999939,2.4250000000000003,16,-50,0.25,0.024,0.001,0.007,
75.30899999999939,2.442,16,-52,0.0,0.0,0.0,0.007,
75.40899999999938,2.472,16,-52,0.0,0.0,0.0,0.007,
75.50899999999938,2.4819999999999998,16,-51,0.125,0.012,0.001,0.007,
75.60899999999937,2.437,16,-52,0.0,0.0,0.0,0.007,
75.70899999999936,2.418,16,-56,-0.5,-0.047,-0.002,0.007,
