Date_time,Time Step,Gain,Rdg03,Rdg13,Rdg23,ac03,ac13,AC23,
0.009000000000000001,-367.73900000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.851,1.842,1,0.0,0.0,50,0.0,0.0,50,
3.669,1.818,1,0.0,0.0,-8,0.0,0.0,8,
5.556,1.887,1,0.0,0.0,-63,0.0,0.0,63,
7.537,1.9809999999999999,1,0.0,0.0,-128,0.0,0.0,128,
9.632,2.0949999999999998,1,0.0,0.0,-128,0.0,0.0,128,
11.519,1.8870000000000005,1,0.0,0.0,-42,0.0,0.0,42,
13.349,1.83,1,0.0,0.0,20,0.0,0.0,20,
15.17,1.8209999999999997,1,0.0,0.0,76,0.0,0.0,76,
16.980999999999998,1.8109999999999982,1,0.0,0.0,142,0.0,0.0,142,
18.814999999999998,1.8339999999999996,1,0.0,0.0,167,0.0,0.0,167,
20.826999999999998,2.0120000000000005,1,0.0,0.0,95,0.0,0.0,95,
22.796,1.9690000000000012,1,0.0,0.0,21,0.0,0.0,21,
24.792,1.9960000000000022,1,0.0,0.0,-39,0.0,0.0,39,
26.766000000000002,1.9740000000000002,1,0.0,0.0,-110,0.0,0.0,110,
28.715,1.948999999999998,1,0.0,0.0,-147,0.0,0.0,147,
30.703999999999997,1.9889999999999972,1,0.0,0.0,-74,0.0,0.0,74,
32.694,1.9900000000000055,1,0.0,0.0,-2,0.0,0.0,2,
34.556999999999995,1.8629999999999924,1,0.0,0.0,56,0.0,0.0,56,
36.382,1.8250000000000028,1,0.0,0.0,117,0.0,0.0,117,
38.198,1.8160000000000025,1,0.0,0.0,163,0.0,0.0,163,
40.064,1.8659999999999997,1,0.0,0.0,125,0.0,0.0,125,
41.878,1.814,1,0.0,0.0,45,0.0,0.0,45,
43.686,1.8079999999999998,1,0.0,0.0,-11,0.0,0.0,11,
45.491,1.8049999999999997,1,0.0,0.0,-66,0.0,0.0,66,
47.296,1.8049999999999997,1,0.0,0.0,-130,0.0,0.0,130,
49.105999999999995,1.8099999999999952,1,0.0,0.0,-137,0.0,0.0,137,
50.969,1.8630000000000067,1,0.0,0.0,-62,0.0,0.0,62,
52.784,1.8149999999999977,1,0.0,0.0,6,0.0,0.0,6,
54.586999999999996,1.8029999999999973,1,0.0,0.0,60,0.0,0.0,60,
56.391,1.804000000000002,1,0.0,0.0,122,0.0,0.0,122,
58.212,1.821000000000005,1,0.0,0.0,169,0.0,0.0,169,
60.054,1.8419999999999987,1,0.0,0.0,123,0.0,0.0,123,
61.870000000000005,1.8160000000000025,1,0.0,0.0,45,0.0,0.0,45,
63.68,1.8099999999999952,1,0.0,0.0,-11,0.0,0.0,11,
65.488,1.8079999999999998,1,0.0,0.0,-72,0.0,0.0,72,
67.32000000000001,1.8320000000000078,1,0.0,0.0,-130,0.0,0.0,130,
69.187,1.8669999999999902,1,0.0,0.0,-134,0.0,0.0,134,
71.003,1.8160000000000025,1,0.0,0.0,-55,0.0,0.0,55,
72.812,1.8089999999999975,1,0.0,0.0,9,0.0,0.0,9,
74.622,1.8100000000000023,1,0.0,0.0,63,0.0,0.0,63,
76.429,1.8070000000000022,1,0.0,0.0,122,0.0,0.0,122,
78.238,1.8089999999999975,2,0.0,0.0,335,0.0,0.0,335,
80.046,1.808000000000007,2,0.0,0.0,242,0.0,0.0,242,
81.875,1.8289999999999935,2,0.0,0.0,91,0.0,0.0,91,
83.688,1.8130000000000024,2,0.0,0.0,-23,0.0,0.0,23,
85.497,1.8089999999999975,2,0.0,0.0,-140,0.0,0.0,140,
87.304,1.8070000000000022,2,0.0,0.0,-250,0.0,0.0,250,
89.505,2.2009999999999934,2,0.0,0.0,-265,0.0,0.0,265,
91.34100000000001,1.8360000000000127,2,0.0,0.0,-80,0.0,0.0,80,
93.153,1.8119999999999976,2,0.0,0.0,38,0.0,0.0,38,
94.96300000000001,1.8100000000000023,2,0.0,0.0,151,0.0,0.0,151,
96.77199999999999,1.8089999999999833,2,0.0,0.0,281,0.0,0.0,281,
98.581,1.8090000000000117,2,0.0,0.0,337,0.0,0.0,337,
100.429,1.847999999999999,2,0.0,0.0,199,0.0,0.0,199,
102.237,1.8079999999999927,2,0.0,0.0,62,0.0,0.0,62,
104.044,1.8070000000000022,2,0.0,0.0,-49,0.0,0.0,49,
105.852,1.808000000000007,2,0.0,0.0,-170,0.0,0.0,170,
107.659,1.8070000000000022,2,0.0,0.0,-268,0.0,0.0,268,
109.476,1.816999999999993,2,0.0,0.0,-237,0.0,0.0,237,
111.29400000000001,1.818000000000012,2,0.0,0.0,-85,0.0,0.0,85,
113.104,1.809999999999988,2,0.0,0.0,34,0.0,0.0,34,
114.91,1.8059999999999974,2,0.0,0.0,147,0.0,0.0,147,
116.716,1.8059999999999974,2,0.0,0.0,271,0.0,0.0,271,
118.521,1.8050000000000068,2,0.0,0.0,325,0.0,0.0,325,
120.328,1.8070000000000022,2,0.0,0.0,207,0.0,0.0,207,
122.134,1.8059999999999974,2,0.0,0.0,65,0.0,0.0,65,
123.941,1.8070000000000022,2,0.0,0.0,-42,0.0,0.0,42,
125.748,1.8070000000000022,2,0.0,0.0,-164,0.0,0.0,164,
127.554,1.8059999999999974,2,0.0,0.0,-266,0.0,0.0,266,
129.362,1.8079999999999927,2,0.0,0.0,-252,0.0,0.0,252,
131.17000000000002,1.8080000000000211,2,0.0,0.0,-93,0.0,0.0,93,
132.981,1.8109999999999786,2,0.0,0.0,31,0.0,0.0,31,
134.78799999999998,1.806999999999988,2,0.0,0.0,141,0.0,0.0,141,
136.594,1.8060000000000116,2,0.0,0.0,269,0.0,0.0,269,
138.401,1.8070000000000164,2,0.0,0.0,319,0.0,0.0,319,
140.212,1.8109999999999786,2,0.0,0.0,221,0.0,0.0,221,
142.02100000000002,1.809000000000026,2,0.0,0.0,75,0.0,0.0,75,
143.827,1.8059999999999832,2,0.0,0.0,-40,0.0,0.0,40,
145.63400000000001,1.8070000000000164,2,0.0,0.0,-164,0.0,0.0,164,
147.453,1.8189999999999884,2,0.0,0.0,-271,0.0,0.0,271,
149.263,1.8100000000000023,2,0.0,0.0,-249,0.0,0.0,249,
151.075,1.8119999999999834,2,0.0,0.0,-94,0.0,0.0,94,
