Date_time,Time Step,Gain,Rdg03,Rdg13,Rdg23,ac03,ac13,AC23,
0.015000000000000001,-374.969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.1029999999999998,2.0879999999999996,1,0.0,0.0,-917,0.0,0.0,917,
4.038,1.9350000000000005,1,0.0,0.0,-913,0.0,0.0,913,
6.006,1.968,1,0.0,0.0,-914,0.0,0.0,914,
8.016,2.01,1,0.0,0.0,-918,0.0,0.0,918,
9.874,1.8580000000000005,1,0.0,0.0,-17,0.0,0.0,17,
11.833,1.9589999999999996,1,0.0,0.0,591,0.0,0.0,591,
13.653,1.8200000000000003,1,0.0,0.0,591,0.0,0.0,591,
15.525,1.8719999999999999,1,0.0,0.0,593,0.0,0.0,593,
17.612,2.086999999999998,1,0.0,0.0,587,0.0,0.0,587,
19.619,2.0070000000000014,1,0.0,0.0,251,0.0,0.0,251,
21.697999999999997,2.078999999999997,1,0.0,0.0,-912,0.0,0.0,912,
23.699,2.0010000000000048,1,0.0,0.0,-914,0.0,0.0,914,
25.634,1.9349999999999987,1,0.0,0.0,-913,0.0,0.0,913,
27.566,1.9319999999999986,1,0.0,0.0,-916,0.0,0.0,916,
29.614,2.048000000000002,1,0.0,0.0,-282,0.0,0.0,282,
31.671,2.0569999999999986,1,0.0,0.0,593,0.0,0.0,593,
33.842999999999996,2.171999999999997,1,0.0,0.0,585,0.0,0.0,585,
35.878,2.0350000000000037,1,0.0,0.0,588,0.0,0.0,588,
37.829,1.9510000000000005,1,0.0,0.0,592,0.0,0.0,592,
39.666,1.8369999999999962,1,0.0,0.0,136,0.0,0.0,136,
41.512,1.8460000000000036,1,0.0,0.0,-915,0.0,0.0,915,
43.33,1.8179999999999978,1,0.0,0.0,-914,0.0,0.0,914,
45.136,1.8060000000000045,1,0.0,0.0,-914,0.0,0.0,914,
46.94799999999999,1.8119999999999905,1,0.0,0.0,-915,0.0,0.0,915,
48.823,1.875000000000007,1,0.0,0.0,-671,0.0,0.0,671,
50.897999999999996,2.0749999999999957,1,0.0,0.0,524,0.0,0.0,524,
52.842,1.9440000000000026,1,0.0,0.0,594,0.0,0.0,594,
54.675000000000004,1.8330000000000055,1,0.0,0.0,593,0.0,0.0,593,
56.488,1.8129999999999953,1,0.0,0.0,594,0.0,0.0,594,
58.301,1.8130000000000024,1,0.0,0.0,598,0.0,0.0,598,
60.169,1.867999999999995,1,0.0,0.0,-154,0.0,0.0,154,
61.989000000000004,1.8200000000000074,1,0.0,0.0,-917,0.0,0.0,917,
63.800999999999995,1.8119999999999905,1,0.0,0.0,-914,0.0,0.0,914,
65.691,1.8900000000000077,1,0.0,0.0,-914,0.0,0.0,914,
67.705,2.013999999999996,1,0.0,0.0,-917,0.0,0.0,917,
69.631,1.926000000000002,1,0.0,0.0,-156,0.0,0.0,156,
71.458,1.8269999999999982,1,0.0,0.0,597,0.0,0.0,597,
73.268,1.8100000000000023,1,0.0,0.0,594,0.0,0.0,594,
75.077,1.8089999999999975,1,0.0,0.0,593,0.0,0.0,593,
76.886,1.8089999999999975,1,0.0,0.0,595,0.0,0.0,595,
78.69500000000001,1.8090000000000117,1,0.0,0.0,593,0.0,0.0,593,
80.512,1.816999999999993,2,0.0,0.0,-872,0.0,0.0,872,
82.441,1.929000000000002,2,0.0,0.0,-1832,0.0,0.0,1832,
84.505,2.063999999999993,2,0.0,0.0,-1827,0.0,0.0,1827,
86.42,1.9150000000000063,2,0.0,0.0,-1828,0.0,0.0,1828,
88.23100000000001,1.811000000000007,2,0.0,0.0,-1793,0.0,0.0,1793,
90.05199999999999,1.8209999999999837,2,0.0,0.0,324,0.0,0.0,324,
92.18700000000001,2.1350000000000193,2,0.0,0.0,1191,0.0,0.0,1191,
94.014,1.826999999999984,2,0.0,0.0,1186,0.0,0.0,1186,
95.82400000000001,1.8100000000000165,2,0.0,0.0,1186,0.0,0.0,1186,
97.657,1.8329999999999842,2,0.0,0.0,1192,0.0,0.0,1192,
99.652,1.9950000000000045,2,0.0,0.0,396,0.0,0.0,396,
101.65299999999999,2.0009999999999906,2,0.0,0.0,-1836,0.0,0.0,1836,
103.50800000000001,1.8550000000000182,2,0.0,0.0,-1827,0.0,0.0,1827,
105.32,1.8119999999999834,2,0.0,0.0,-1826,0.0,0.0,1826,
107.131,1.811000000000007,2,0.0,0.0,-1831,0.0,0.0,1831,
108.939,1.8079999999999927,2,0.0,0.0,-1036,0.0,0.0,1036,
110.758,1.8190000000000026,2,0.0,0.0,1143,0.0,0.0,1143,
112.571,1.8130000000000024,2,0.0,0.0,1189,0.0,0.0,1189,
114.37899999999999,1.8079999999999927,2,0.0,0.0,1186,0.0,0.0,1186,
116.299,1.920000000000016,2,0.0,0.0,1177,0.0,0.0,1177,
118.408,2.1089999999999947,2,0.0,0.0,1180,0.0,0.0,1180,
120.264,1.8559999999999945,2,0.0,0.0,-582,0.0,0.0,582,
122.083,1.8190000000000026,2,0.0,0.0,-1833,0.0,0.0,1833,
123.893,1.8100000000000023,2,0.0,0.0,-1827,0.0,0.0,1827,
125.70200000000001,1.8090000000000117,2,0.0,0.0,-1827,0.0,0.0,1827,
127.51199999999999,1.8099999999999739,2,0.0,0.0,-1833,0.0,0.0,1833,
129.32,1.808000000000007,2,0.0,0.0,-527,0.0,0.0,527,
131.13,1.8100000000000023,2,0.0,0.0,1195,0.0,0.0,1195,
133.11700000000002,1.9870000000000232,2,0.0,0.0,1178,0.0,0.0,1178,
135.11200000000002,1.9950000000000045,2,0.0,0.0,1171,0.0,0.0,1171,
136.963,1.8509999999999707,2,0.0,0.0,1190,0.0,0.0,1190,
138.774,1.811000000000007,2,0.0,0.0,1118,0.0,0.0,1118,
140.595,1.820999999999998,2,0.0,0.0,-1079,0.0,0.0,1079,
142.407,1.8120000000000118,2,0.0,0.0,-1831,0.0,0.0,1831,
144.217,1.8100000000000023,2,0.0,0.0,-1827,0.0,0.0,1827,
146.02599999999998,1.808999999999969,2,0.0,0.0,-1827,0.0,0.0,1827,
147.85899999999998,1.8329999999999984,2,0.0,0.0,-1836,0.0,0.0,1836,
149.858,1.9990000000000236,2,0.0,0.0,-28,0.0,0.0,28,
151.9,2.0420000000000016,2,0.0,0.0,1183,0.0,0.0,1183,
153.755,1.8549999999999898,2,0.0,0.0,1187,0.0,0.0,1187,
155.57000000000002,1.8150000000000261,2,0.0,0.0,1186,0.0,0.0,1186,
