Time,Time Step,gain,Reading,adc Milli Volts,Input mv,I,Irms,
4.175000000000001,1.9400000000000002,2,1842,1823.0,171.738,0.781,0,
6.235000000000001,2.129,2,1160,1141.0,107.489,0.489,0,
8.367,2.052,2,-40,-59.0,-5.558,-0.025,0,
10.612000000000002,2.039,2,-1177,-1196.0,-112.671,-0.512,0,
12.632000000000001,1.965,2,-1190,-1209.0,-113.895,-0.518,0,
14.576,1.9469999999999998,2,-1190,-1209.0,-113.895,-0.518,0,
16.546,1.967,2,-1097,-1116.0,-105.134,-0.478,0,
18.717,1.967,2,34,15.0,1.413,0.006,1.499,
20.993,1.929,2,1181,1162.0,109.468,0.498,1.499,
23.241999999999997,1.914,2,1832,1813.0,170.796,0.776,1.499,
25.669999999999998,2.036,2,1823,1804.0,169.948,0.772,1.499,
27.880999999999997,2.15,2,1199,1180.0,111.163,0.505,1.499,
30.168999999999997,2.1380000000000003,2,-17,-36.0,-3.391,-0.015,1.499,
32.159,2.109,2,-1187,-1206.0,-113.613,-0.516,1.499,
34.086999999999996,2.317,2,-1190,-1209.0,-113.895,-0.518,1.499,
36.168,2.041,2,-1191,-1210.0,-113.99,-0.518,1.499,
38.2,1.95,2,-793,-812.0,-76.496,-0.348,1.499,
40.233000000000004,2.069,2,354,335.0,31.559,0.143,1.273,
42.224000000000004,2.31,2,1569,1550.0,146.02,0.664,1.273,
44.175000000000004,2.026,2,1826,1807.0,170.231,0.774,1.273,
46.102000000000004,1.987,2,1646,1627.0,153.274,0.697,1.273,
48.00600000000001,2.385,2,638,619.0,58.314,0.265,1.273,
49.92100000000001,2.055,2,-831,-850.0,-80.075,-0.364,1.273,
51.97800000000001,1.944,2,-1191,-1210.0,-113.99,-0.518,1.273,
54.09100000000001,1.926,2,-1189,-1208.0,-113.801,-0.517,1.273,
56.21500000000001,1.964,2,-1193,-1212.0,-114.178,-0.519,1.273,
58.48900000000001,2.1220000000000003,2,-443,-462.0,-43.523,-0.198,1.273,
60.768000000000015,2.139,2,869,850.0,80.075,0.364,1.198,
60.868000000000016,2.09,2,1790,1771.0,166.839,0.758,1.198,
60.96800000000002,2.184,2,1825,1806.0,170.137,0.773,1.198,
61.06800000000002,2.042,2,1255,1236.0,116.439,0.529,1.198,
61.16800000000002,1.97,2,168,149.0,14.037,0.064,1.198,
61.26800000000002,1.953,2,-1028,-1047.0,-98.634,-0.448,1.198,
61.36800000000002,2.1229999999999998,2,-1190,-1209.0,-113.895,-0.518,1.198,
61.468000000000025,2.047,2,-1190,-1209.0,-113.895,-0.518,1.198,
