Time,Time Step,gain,Reading,adc Milli Volts,Input mv,I,Irms,
4.102,1.898,16,157,0.625,0.059,0.0,0,
6.219,2.022,16,165,1.625,0.153,0.001,0,
8.31,2.091,16,159,0.875,0.082,0.0,0,
10.58,2.095,16,158,0.75,0.071,0.0,0,
12.719,2.104,16,160,1.0,0.094,0.0,0,
14.736999999999998,2.117,16,157,0.625,0.059,0.0,0,
16.839,1.966,16,157,0.625,0.059,0.0,0,
19.221999999999998,1.909,16,156,0.5,0.047,0.0,0,
21.464,1.936,16,159,0.875,0.082,0.0,0,
23.584999999999997,1.986,16,159,0.875,0.082,0.0,0,
25.621,1.9849999999999999,16,160,1.0,0.094,0.0,0,
27.590999999999998,1.934,16,158,0.75,0.071,0.0,0,
29.519999999999996,1.925,16,157,0.625,0.059,0.0,0,
31.429999999999996,1.925,16,158,0.75,0.071,0.0,0,
33.385,1.896,16,159,0.875,0.082,0.0,0,
35.436,1.897,16,157,0.625,0.059,0.0,0,
37.498,1.908,16,157,0.625,0.059,0.0,0,
39.58,1.9300000000000002,16,158,0.75,0.071,0.0,0,
41.695,2.1069999999999998,16,156,0.5,0.047,0.0,0,
43.81,2.1359999999999997,16,159,0.875,0.082,0.0,0,
45.778000000000006,2.054,16,161,1.125,0.106,0.0,0,
47.71600000000001,2.341,16,160,1.0,0.094,0.0,0,
49.65700000000001,2.048,16,161,1.125,0.106,0.0,0,
51.60400000000001,1.917,16,155,0.375,0.035,0.0,0,
53.56600000000002,1.957,16,159,0.875,0.082,0.0,0,
55.564000000000014,2.117,16,158,0.75,0.071,0.0,0,
57.52200000000001,1.9849999999999999,16,158,0.75,0.071,0.0,0,
59.445000000000014,1.957,16,155,0.375,0.035,0.0,0,
61.329000000000015,1.935,16,160,1.0,0.094,0.0,0,
63.20300000000002,1.949,16,157,0.625,0.059,0.0,0,
63.30300000000002,1.906,16,160,1.0,0.094,0.0,0,
63.40300000000002,1.897,16,158,0.75,0.071,0.0,0,
63.50300000000002,1.885,16,160,1.0,0.094,0.0,0,
63.60300000000002,1.964,16,155,0.375,0.035,0.0,0,
63.703000000000024,2.091,16,157,0.625,0.059,0.0,0,
63.803000000000026,2.101,16,157,0.625,0.059,0.0,0,
63.90300000000003,2.052,16,157,0.625,0.059,0.0,0,
64.00300000000003,2.197,16,158,0.75,0.071,0.0,0,
