Date_time,Time Step,Gain,Rdg03,Rdg13,Rdg23,ac03,ac13,AC23,
0.009000000000000001,-367.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.85,1.8410000000000002,1,0.0,0.0,20,0.0,0.0,20,
3.665,1.815,1,0.0,0.0,26,0.0,0.0,26,
5.575,1.9100000000000001,1,0.0,0.0,28,0.0,0.0,28,
7.556,1.9809999999999999,1,0.0,0.0,25,0.0,0.0,25,
9.546000000000001,1.990000000000001,1,0.0,0.0,16,0.0,0.0,16,
11.471,1.924999999999999,1,0.0,0.0,4,0.0,0.0,4,
13.321,1.8499999999999996,1,0.0,0.0,-4,0.0,0.0,4,
15.157,1.8360000000000003,1,0.0,0.0,-6,0.0,0.0,6,
16.974,1.8170000000000002,1,0.0,0.0,-5,0.0,0.0,5,
18.78,1.806000000000001,1,0.0,0.0,2,0.0,0.0,2,
23.470000000000002,4.690000000000001,1,0.0,0.0,12,0.0,0.0,12,
25.515,2.044999999999998,1,0.0,0.0,28,0.0,0.0,28,
27.511,1.9959999999999987,1,0.0,0.0,25,0.0,0.0,25,
29.448999999999998,1.9379999999999988,1,0.0,0.0,17,0.0,0.0,17,
31.384000000000004,1.9350000000000058,1,0.0,0.0,4,0.0,0.0,4,
33.509,2.1249999999999964,1,0.0,0.0,-4,0.0,0.0,4,
35.461,1.9519999999999982,1,0.0,0.0,-6,0.0,0.0,6,
37.309000000000005,1.848000000000006,1,0.0,0.0,-4,0.0,0.0,4,
39.129,1.8199999999999932,1,0.0,0.0,4,0.0,0.0,4,
40.954,1.8250000000000028,1,0.0,0.0,15,0.0,0.0,15,
42.789,1.8350000000000009,1,0.0,0.0,24,0.0,0.0,24,
44.606,1.8170000000000002,1,0.0,0.0,28,0.0,0.0,28,
46.421,1.8149999999999977,1,0.0,0.0,27,0.0,0.0,27,
48.231,1.8100000000000023,1,0.0,0.0,22,0.0,0.0,22,
50.038,1.806999999999995,1,0.0,0.0,13,0.0,0.0,13,
51.876,1.838000000000001,1,0.0,0.0,2,0.0,0.0,2,
53.703,1.8270000000000053,1,0.0,0.0,-5,0.0,0.0,5,
55.525,1.8219999999999956,1,0.0,0.0,-6,0.0,0.0,6,
57.339,1.814,1,0.0,0.0,-4,0.0,0.0,4,
59.149,1.8100000000000023,1,0.0,0.0,4,0.0,0.0,4,
60.976,1.8269999999999982,1,0.0,0.0,15,0.0,0.0,15,
62.785,1.8089999999999975,1,0.0,0.0,24,0.0,0.0,24,
64.60000000000001,1.815000000000012,1,0.0,0.0,28,0.0,0.0,28,
66.432,1.8319999999999936,1,0.0,0.0,27,0.0,0.0,27,
68.24199999999999,1.809999999999988,1,0.0,0.0,22,0.0,0.0,22,
70.073,1.831000000000003,1,0.0,0.0,12,0.0,0.0,12,
71.885,1.8120000000000118,1,0.0,0.0,1,0.0,0.0,1,
73.695,1.809999999999988,1,0.0,0.0,-5,0.0,0.0,5,
75.51299999999999,1.8179999999999978,1,0.0,0.0,-6,0.0,0.0,6,
77.324,1.811000000000007,1,0.0,0.0,-3,0.0,0.0,3,
79.13000000000001,1.8060000000000116,1,0.0,0.0,4,0.0,0.0,4,
80.94,1.809999999999988,2,0.0,0.0,32,0.0,0.0,32,
82.746,1.8059999999999974,2,0.0,0.0,48,0.0,0.0,48,
84.57000000000001,1.8240000000000123,2,0.0,0.0,56,0.0,0.0,56,
86.37899999999999,1.8089999999999833,2,0.0,0.0,56,0.0,0.0,56,
88.186,1.8070000000000164,2,0.0,0.0,45,0.0,0.0,45,
89.99600000000001,1.8100000000000023,2,0.0,0.0,26,0.0,0.0,26,
92.121,2.124999999999986,2,0.0,0.0,4,0.0,0.0,4,
93.94800000000001,1.8270000000000124,2,0.0,0.0,-10,0.0,0.0,10,
95.78299999999999,1.8349999999999795,2,0.0,0.0,-11,0.0,0.0,11,
