Date_time,Time Step,Gain,Rdg03,Rdg13,Rdg23,ac03,ac13,AC23,
0.009000000000000001,-372.51399999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.8539999999999999,1.845,1,0.0,0.0,-0.172,0.0,0.0,0.172,
3.6830000000000003,1.8290000000000004,1,0.0,0.0,-0.172,0.0,0.0,0.172,
5.498,1.815,1,0.0,0.0,-0.172,0.0,0.0,0.172,
7.307,1.8090000000000002,1,0.0,0.0,-0.172,0.0,0.0,0.172,
9.114,1.8070000000000004,1,0.0,0.0,-0.172,0.0,0.0,0.172,
10.921,1.8069999999999986,1,0.0,0.0,-0.172,0.0,0.0,0.172,
12.73,1.809000000000001,1,0.0,0.0,-0.172,0.0,0.0,0.172,
14.542,1.8119999999999994,1,0.0,0.0,-0.172,0.0,0.0,0.172,
16.348000000000003,1.8060000000000027,1,0.0,0.0,-0.172,0.0,0.0,0.172,
18.162000000000003,1.814,1,0.0,0.0,-0.172,0.0,0.0,0.172,
20.146,1.9839999999999982,1,0.0,0.0,-0.172,0.0,0.0,0.172,
22.377000000000002,2.2310000000000016,1,0.0,0.0,-0.172,0.0,0.0,0.172,
24.341,1.9639999999999986,1,0.0,0.0,-0.172,0.0,0.0,0.172,
26.203,1.8619999999999983,1,0.0,0.0,-0.172,0.0,0.0,0.172,
28.023,1.8200000000000003,1,0.0,0.0,-0.172,0.0,0.0,0.172,
29.833,1.8099999999999987,1,0.0,0.0,-0.172,0.0,0.0,0.172,
31.64,1.8070000000000022,1,0.0,0.0,-0.172,0.0,0.0,0.172,
33.459,1.8190000000000026,1,0.0,0.0,-0.172,0.0,0.0,0.172,
35.272999999999996,1.813999999999993,1,0.0,0.0,-0.172,0.0,0.0,0.172,
37.079,1.8060000000000045,1,0.0,0.0,-0.172,0.0,0.0,0.172,
38.899,1.8200000000000003,1,0.0,0.0,-0.172,0.0,0.0,0.172,
40.703,1.804000000000002,1,0.0,0.0,-0.172,0.0,0.0,0.172,
42.521,1.8179999999999978,1,0.0,0.0,-0.172,0.0,0.0,0.172,
44.33,1.8089999999999975,1,0.0,0.0,-0.172,0.0,0.0,0.172,
46.135000000000005,1.8050000000000068,1,0.0,0.0,-0.172,0.0,0.0,0.172,
47.938,1.8029999999999973,1,0.0,0.0,-0.172,0.0,0.0,0.172,
49.745,1.806999999999995,1,0.0,0.0,-0.172,0.0,0.0,0.172,
51.564,1.8190000000000026,1,0.0,0.0,-0.172,0.0,0.0,0.172,
53.377,1.8130000000000024,1,0.0,0.0,-0.172,0.0,0.0,0.172,
55.184,1.806999999999995,1,0.0,0.0,-0.172,0.0,0.0,0.172,
57.151,1.9670000000000059,1,0.0,0.0,-0.172,0.0,0.0,0.172,
59.202999999999996,2.0519999999999925,1,0.0,0.0,-0.172,0.0,0.0,0.172,
61.227,2.024000000000001,1,0.0,0.0,-0.172,0.0,0.0,0.172,
63.225,1.9980000000000047,1,0.0,0.0,-0.172,0.0,0.0,0.172,
65.08999999999999,1.8649999999999878,1,0.0,0.0,-0.172,0.0,0.0,0.172,
66.926,1.8360000000000127,1,0.0,0.0,-0.172,0.0,0.0,0.172,
68.74,1.813999999999993,1,0.0,0.0,-0.172,0.0,0.0,0.172,
70.548,1.808000000000007,1,0.0,0.0,-0.172,0.0,0.0,0.172,
72.35600000000001,1.808000000000007,1,0.0,0.0,-0.172,0.0,0.0,0.172,
74.249,1.8929999999999865,1,0.0,0.0,-0.172,0.0,0.0,0.172,
76.335,2.0859999999999985,1,0.0,0.0,-0.172,0.0,0.0,0.172,
78.39500000000001,2.0600000000000165,2,0.0,0.0,-0.086,0.0,0.0,0.086,
80.433,2.0379999999999967,2,0.0,0.0,-0.172,0.0,0.0,0.172,
82.55,2.1169999999999902,2,0.0,0.0,-0.172,0.0,0.0,0.172,
84.595,2.0450000000000017,2,0.0,0.0,-0.172,0.0,0.0,0.172,
86.62,2.0250000000000057,2,0.0,0.0,-0.172,0.0,0.0,0.172,
88.662,2.0420000000000016,2,0.0,0.0,-0.172,0.0,0.0,0.172,
91.044,2.381999999999991,2,0.0,0.0,-0.086,0.0,0.0,0.086,
93.166,2.122,2,0.0,0.0,-0.172,0.0,0.0,0.172,
95.276,2.1099999999999994,2,0.0,0.0,-0.172,0.0,0.0,0.172,
97.413,2.1370000000000005,2,0.0,0.0,-0.172,0.0,0.0,0.172,
99.36699999999999,1.9539999999999935,2,0.0,0.0,-0.172,0.0,0.0,0.172,
101.19200000000001,1.825000000000017,2,0.0,0.0,-0.172,0.0,0.0,0.172,
103.05,1.8579999999999899,2,0.0,0.0,-0.172,0.0,0.0,0.172,
104.869,1.8190000000000026,2,0.0,0.0,-0.172,0.0,0.0,0.172,
106.67999999999999,1.8109999999999928,2,0.0,0.0,-0.172,0.0,0.0,0.172,
108.487,1.8070000000000022,2,0.0,0.0,-0.172,0.0,0.0,0.172,
110.304,1.8170000000000073,2,0.0,0.0,-0.172,0.0,0.0,0.172,
112.254,1.9500000000000028,2,0.0,0.0,-0.172,0.0,0.0,0.172,
