Time,Time Step,gain,Reading,adc Milli Volts,Input mv,I,Irms,
4.087,2.043,2,-1597,-1616.0,-152.237,-6.92,0,
5.954,2.143,2,-622,-641.0,-60.386,-2.745,0,
7.907,2.3739999999999997,2,848,829.0,78.097,3.55,27.314,
9.992,2.049,2,1779,1760.0,165.803,7.537,27.314,
12.09,2.075,2,1943,1924.0,181.253,8.239,27.314,
14.119,1.974,2,1360,1341.0,126.331,5.742,27.314,
16.325,1.939,2,309,290.0,27.32,1.242,27.314,
18.493,2.04,2,-912,-931.0,-87.706,-3.987,27.314,
21.642999999999997,2.005,2,-1758,-1777.0,-167.405,-7.609,27.314,
24.314999999999998,2.129,2,-1839,-1858.0,-175.035,-7.956,27.314,
26.770999999999997,1.99,2,-1265,-1284.0,-120.961,-5.498,27.314,
28.865,2.1229999999999998,2,-220,-239.0,-22.515,-1.023,27.314,
30.892,2.585,2,1140,1121.0,105.605,4.8,17.701,
33.042,2.754,2,1934,1915.0,180.405,8.2,17.701,
35.18,2.555,2,1461,1442.0,135.846,6.175,17.701,
37.236,2.2230000000000003,2,113,94.0,8.855,0.403,17.701,
39.314,2.127,2,-1097,-1116.0,-105.134,-4.779,17.701,
41.406,2.229,2,-1839,-1858.0,-175.035,-7.956,17.701,
43.422,2.076,2,-1825,-1844.0,-173.716,-7.896,17.701,
45.43,2.169,2,-869,-888.0,-83.655,-3.803,17.701,
47.436,2.387,2,475,456.0,42.958,1.953,15.777,
51.481,2.063,2,1602,1583.0,149.129,6.779,15.777,
53.621,1.933,2,1941,1922.0,181.065,8.23,15.777,
55.853,2.231,2,1691,1672.0,157.513,7.16,15.777,
58.187000000000005,1.907,2,569,550.0,51.813,2.355,15.777,
60.636,2.016,2,-584,-603.0,-56.806,-2.582,15.777,
60.736000000000004,2.093,2,-1615,-1634.0,-153.933,-6.997,15.777,
60.836000000000006,2.185,2,-1839,-1858.0,-175.035,-7.956,15.777,
60.93600000000001,2.618,2,-1278,-1297.0,-122.186,-5.554,15.777,
61.03600000000001,2.22,2,34,15.0,1.413,0.064,14.764,
61.13600000000001,2.111,2,1284,1265.0,119.171,5.417,14.764,
61.23600000000001,2.185,2,1908,1889.0,177.956,8.089,14.764,
61.33600000000001,2.15,2,1792,1773.0,167.028,7.592,14.764,
61.436000000000014,1.889,2,868,849.0,79.981,3.636,14.764,
61.536000000000016,1.9300000000000002,2,-246,-265.0,-24.965,-1.135,14.764,
61.63600000000002,1.9580000000000002,2,-1330,-1349.0,-127.084,-5.777,14.764,
61.73600000000002,1.9680000000000002,2,-1839,-1858.0,-175.035,-7.956,14.764,
61.83600000000002,2.165,2,-1813,-1832.0,-172.586,-7.845,14.764,
61.93600000000002,2.002,2,-838,-857.0,-80.735,-3.67,14.764,
62.03600000000002,1.895,2,303,284.0,26.755,1.216,14.071,
62.136000000000024,2.129,2,1331,1312.0,123.599,5.618,14.071,
62.236000000000026,2.134,2,1934,1915.0,180.405,8.2,14.071,
62.33600000000003,1.9680000000000002,2,1790,1771.0,166.839,7.584,14.071,
62.43600000000003,2.212,2,800,781.0,73.575,3.344,14.071,
62.53600000000003,2.443,2,-606,-625.0,-58.879,-2.676,14.071,
62.63600000000003,2.206,2,-1711,-1730.0,-162.977,-7.408,14.071,
62.73600000000003,2.0669999999999997,2,-1839,-1858.0,-175.035,-7.956,14.071,
62.836000000000034,2.154,2,-1329,-1348.0,-126.99,-5.772,14.071,
62.936000000000035,1.929,2,-173,-192.0,-18.088,-0.822,14.071,
63.03600000000004,1.914,2,970,951.0,89.59,4.072,13.642,
63.13600000000004,1.9589999999999999,2,1778,1759.0,165.709,7.532,13.642,
63.23600000000004,2.1310000000000002,2,1942,1923.0,181.159,8.234,13.642,
63.33600000000004,1.893,2,1378,1359.0,128.026,5.819,13.642,
63.43600000000004,1.8760000000000001,2,359,340.0,32.03,1.456,13.642,
63.536000000000044,1.8920000000000001,2,-795,-814.0,-76.684,-3.486,13.642,
63.636000000000045,1.883,2,-1664,-1683.0,-158.549,-7.207,13.642,
63.73600000000005,1.9009999999999998,2,-1839,-1858.0,-175.035,-7.956,13.642,
63.83600000000005,1.8519999999999999,2,-1605,-1624.0,-152.991,-6.954,13.642,
63.93600000000005,1.849,2,-666,-685.0,-64.531,-2.933,13.642,
64.03600000000004,1.9919999999999998,2,450,431.0,40.603,1.846,13.358,
64.13600000000004,2.076,2,1515,1496.0,140.933,6.406,13.358,
64.23600000000003,2.1029999999999998,2,1940,1921.0,180.97,8.226,13.358,
64.33600000000003,1.9949999999999999,2,1666,1647.0,155.158,7.053,13.358,
64.43600000000002,2.2039999999999997,2,663,644.0,60.669,2.758,13.358,
64.53600000000002,2.062,2,-713,-732.0,-68.959,-3.135,13.358,
64.63600000000001,1.88,2,-1629,-1648.0,-155.252,-7.057,13.358,
64.736,1.863,2,-1839,-1858.0,-175.035,-7.956,13.358,
64.836,1.881,2,-1654,-1673.0,-157.607,-7.164,13.358,
