Time,Time Step,gain,Reading,adc Milli Volts,Input mv,I,Irms,
0.2,2.118,1,1272,2513.0,236.74,10.761,20.071,
0.30000000000000004,1.984,1,1102,2173.0,204.71,9.305,19.596,
0.4,2.059,1,325,619.0,58.314,2.651,17.177,
0.5,2.018,1,589,1147.0,108.055,4.912,15.979,
0.6,2.198,1,1110,2189.0,206.218,9.374,16.473,
0.7,1.976,1,1272,2513.0,236.74,10.761,17.285,
0.7999999999999999,1.8760000000000001,1,1051,2071.0,195.101,8.868,17.342,
0.8999999999999999,1.977,1,309,587.0,55.299,2.514,16.436,
0.9999999999999999,2.8609999999999998,1,639,1247.0,117.475,5.34,15.954,
1.0999999999999999,2.527,1,1231,2431.0,229.016,10.41,16.456,
1.2,2.367,1,1196,2361.0,222.421,10.11,16.802,
1.3,2.2439999999999998,1,316,601.0,56.618,2.574,16.205,
1.4000000000000001,2.0799999999999996,1,623,1215.0,114.461,5.203,15.862,
1.5000000000000002,2.193,1,1110,2189.0,206.218,9.374,16.07,
1.6000000000000003,2.062,1,1272,2513.0,236.74,10.761,16.464,
1.7000000000000004,2.18,1,926,1821.0,171.55,7.798,16.414,
1.8000000000000005,1.984,1,87,143.0,13.472,0.612,15.954,
1.9000000000000006,1.9189999999999998,1,787,1543.0,145.36,6.607,15.822,
2.0000000000000004,2.059,1,1171,2311.0,217.711,9.896,16.044,
2.1000000000000005,1.949,1,1272,2513.0,236.74,10.761,16.346,
2.2000000000000006,1.895,1,937,1843.0,173.622,7.892,16.321,
2.3000000000000007,1.883,1,160,289.0,27.226,1.238,15.971,
2.400000000000001,1.8760000000000001,1,673,1315.0,123.881,5.631,15.802,
2.500000000000001,2.078,1,1110,2189.0,206.218,9.374,15.931,
2.600000000000001,2.173,1,1272,2513.0,236.74,10.761,16.182,
2.700000000000001,2.0820000000000003,1,957,1883.0,177.39,8.063,16.179,
2.800000000000001,2.062,1,111,191.0,17.993,0.818,15.891,
2.9000000000000012,2.019,1,800,1569.0,147.81,6.719,15.813,
3.0000000000000013,2.404,1,1171,2311.0,217.711,9.896,15.961,
3.1000000000000014,2.041,1,1268,2505.0,235.987,10.727,16.168,
3.2000000000000015,1.909,1,726,1421.0,133.867,6.085,16.058,
3.3000000000000016,2.18,1,99,167.0,15.732,0.715,15.815,
3.4000000000000017,2.2369999999999997,1,1050,2069.0,194.913,8.86,15.874,
3.5000000000000018,1.964,1,1231,2431.0,229.016,10.41,16.036,
3.600000000000002,1.914,1,1258,2485.0,234.103,10.641,16.205,
3.700000000000002,1.934,1,646,1261.0,118.794,5.4,16.083,
3.800000000000002,1.888,1,178,325.0,30.617,1.392,15.876,
3.900000000000002,1.873,1,956,1881.0,177.202,8.055,15.882,
4.000000000000002,1.874,1,1211,2391.0,225.247,10.239,16.013,
4.100000000000001,1.965,1,1273,2515.0,236.929,10.769,16.17,
4.200000000000001,2.143,1,785,1539.0,144.984,6.59,16.106,
4.300000000000001,2.126,1,111,191.0,17.993,0.818,15.919,
4.4,2.097,1,994,1957.0,184.362,8.38,15.939,
4.5,2.0869999999999997,1,1231,2431.0,229.016,10.41,16.063,
4.6,2.036,1,1262,2493.0,234.856,10.675,16.197,
4.699999999999999,2.25,1,602,1173.0,110.504,5.023,16.09,
4.799999999999999,1.9689999999999999,1,365,699.0,65.85,2.993,15.945,
4.899999999999999,2.11,1,1072,2113.0,199.058,9.048,15.992,
4.999999999999998,2.142,1,1251,2471.0,232.784,10.581,16.112,
5.099999999999998,2.0349999999999997,1,1137,2243.0,211.305,9.605,16.178,
5.1999999999999975,2.286,1,405,779.0,73.387,3.336,16.049,
5.299999999999997,1.9680000000000002,1,616,1201.0,113.142,5.143,15.959,
5.399999999999997,1.921,1,1110,2189.0,206.218,9.374,16.015,
5.4999999999999964,1.905,1,1272,2513.0,236.74,10.761,16.132,
